Order ID,Order Date,Customer Age,Gender,Country,Product Category,Quantity,Unit Price,Total Price,Payment Method,Customer Satisfaction,Returned
987,2025-09-13,62,Female,Canada,Electronics,4,100.6,402.4,Debit Card,4,1
988,2025-09-14,43,Male,Canada,Electronics,3,129.72,389.15999999999997,Cash,2,0
989,2025-09-15,31,Male,Canada,Toys,3,167.44,502.32,PayPal,1,0
990,2025-09-16,68,Female,Germany,Apparel,3,158.86,476.58000000000004,Debit Card,5,0
991,2025-09-17,24,Female,France,Toys,6,62.64,375.84000000000003,PayPal,2,0
992,2025-09-18,20,Female,Germany,Beauty,8,188.77,1510.16,Credit Card,2,1
993,2025-09-19,64,Female,UK,Toys,7,33.63,235.41000000000003,Bank Transfer,4,0
994,2025-09-20,40,Male,Canada,Home,4,176.28,705.12,Debit Card,3,0
995,2025-09-21,63,Female,UK,Home,4,194.48,777.92,Cash,3,0
996,2025-09-22,60,Female,Australia,Home,2,43.66,87.32,Credit Card,2,1
997,2025-09-23,64,Male,USA,Apparel,1,147.19,147.19,Debit Card,1,0
998,2025-09-24,62,Female,USA,Apparel,9,17.65,158.85,Credit Card,5,0
999,2025-09-25,35,Male,Germany,Toys,2,87.03,174.06,Cash,5,0
1000,2025-09-26,55,Male,France,Home,8,108.09,864.72,Debit Card,1,0
